Series Description,Manufacturing (SIC); s.a. IP,Crude processing (capacity); s.a. IP,Primary & semifinished processing (capacity); s.a. IP,Finished processing (capacity); s.a. IP,Mining  (NAICS = 21); s.a. IP,"Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP","Electric and gas utilities  (NAICS = 2211,2); s.a. IP",Natural gas distribution  (NAICS = 2212); s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); s.a. IP","Textiles and products  (NAICS = 313,4); s.a. IP","Apparel and leather goods  (NAICS = 315,6); s.a. IP",Wood product  (NAICS = 321); s.a. IP,Paper  (NAICS = 322); s.a. IP,Printing and related support activities  (NAICS = 323); s.a. IP,Petroleum and coal products  (NAICS = 324); s.a. IP,Chemical  (NAICS = 325); s.a. IP,Plastics and rubber products  (NAICS = 326); s.a. IP,Nonmetallic mineral product  (NAICS = 327); s.a. IP,Primary metal  (NAICS = 331); s.a. IP,Fabricated metal product  (NAICS = 332); s.a. IP,Machinery  (NAICS = 333); s.a. IP,Computer and electronic product  (NAICS = 334); s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. IP,Furniture and related product  (NAICS = 337); s.a. IP,Miscellaneous  (NAICS = 339); s.a. IP,Manufacturing (NAICS); s.a. IP,Durable manufacturing (NAICS); s.a. IP,Nondurable manufacturing (NAICS); s.a. IP,Other manufacturing; s.a. IP
2013-04,99.2758,100.9147,98.3932,99.8176,99.472,101.4039,102.1643,108.2918,95.7744,110.5382,115.1378,87.869,103.6501,101.2089,95.1366,104.1981,96.3886,92.4202,111.8807,103.5798,111.6982,86.2604,98.8873,85.2668,99.5924,96.9404,108.0585,99.0061,98.258,99.8684,108.0998
2013-05,99.5688,101.6708,98.1257,99.8558,99.8178,99.6648,100.0498,103.1606,96.1464,111.6258,117.1627,88.3468,104.8986,102.0639,95.8868,104.7369,96.1773,94.8232,112.3958,103.2518,110.4106,86.8498,99.0821,85.8475,98.9262,96.3905,107.988,99.2753,98.3009,100.391,109.193
2013-06,99.7048,102.0063,97.9345,100.2512,100.497,98.5723,98.9983,102.4657,97.3058,112.5722,116.9033,88.7588,104.113,101.4578,96.4313,103.8512,95.6863,95.2492,111.3116,103.153,110.6352,86.5381,99.3523,87.5372,98.628,97.6254,108.8557,99.4315,98.5569,100.4352,108.657
2013-07,98.9492,102.862,97.8838,98.8673,101.7548,98.3782,98.9409,103.5695,96.2958,111.9222,114.6197,88.0848,104.4374,101.3133,96.5286,103.415,95.48,95.6295,112.9673,103.3407,108.7075,86.9564,99.4141,82.2905,97.2359,94.6682,108.3333,98.6067,97.4276,99.95,110.2056
2013-08,99.8059,103.0536,98.4403,99.7545,101.737,98.0431,98.7053,104.1845,96.5823,112.9696,117.4402,89.4815,104.1419,101.584,96.1661,103.396,94.72,96.0101,112.9074,104.308,111.1409,87.6224,99.7636,87.8104,98.357,95.3936,107.9052,99.4428,99.019,99.9399,111.7446
2013-09,99.9012,104.2441,99.0178,99.8503,103.5969,99.4499,99.9779,104.3111,96.2108,112.7714,117.2565,91.1763,102.5897,100.1816,97.4734,102.3615,95.2544,96.7937,113.2943,104.5748,111.4799,88.001,99.4464,89.602,98.2868,94.1801,108.387,99.5085,99.5243,99.5111,112.8211
2013-10,100.001,102.8914,99.5339,99.7604,101.825,100.6863,101.491,108.182,96.6953,112.2769,117.4543,90.5835,103.189,102.0191,97.0452,102.1383,95.4626,96.8253,115.01,105.1402,110.853,88.4292,99.9375,88.6997,99.2004,93.6964,108.1762,99.6548,99.6518,99.6778,111.3756
2013-11,100.002,103.3957,100.0508,99.5428,102.5588,101.2749,102.6798,114.5056,96.287,113.6794,114.6365,91.5022,101.7709,101.7818,96.2798,101.8625,95.0774,97.9702,113.3416,106.752,111.2781,88.2901,100.2964,90.8641,98.6014,94.2176,107.7779,99.7013,100.1465,99.2167,109.8672
2013-12,99.8221,103.773,100.3748,99.4458,102.967,103.4483,105.1774,119.7791,97.4142,112.8579,114.2781,89.6511,101.814,103.1383,95.7063,102.1346,95.5047,94.7148,113.4613,105.5768,109.4761,87.8416,99.7237,91.0773,98.1544,94.4308,107.2337,99.5094,99.3651,99.6941,110.0759
2014-01,98.7871,104.8794,99.9265,98.2618,104.4513,104.9359,106.2564,117.3402,95.3865,111.0852,114.0533,87.1015,102.1925,100.9084,94.7214,101.2891,94.9904,95.6489,111.3878,104.7402,111.8984,88.1079,99.3024,85.9707,98.243,93.6802,103.6649,98.4403,98.4184,98.4847,110.1633
2014-02,99.7104,105.5586,100.2448,99.6062,105.4331,103.8734,105.3225,117.5093,96.2063,109.6057,112.3332,87.6537,100.8101,100.702,94.7839,101.2854,95.9355,95.4487,112.9943,105.8036,112.915,88.6396,99.6482,92.2627,98.9068,92.5765,105.1024,99.3761,99.9859,98.6982,110.668
2014-03,100.5562,107.2648,100.9769,100.4176,107.6337,103.5907,104.8648,115.5363,96.3891,114.2874,115.5891,89.3097,101.0506,101.3298,94.8081,102.0584,97.2594,96.9426,113.7414,106.0629,115.0129,89.706,100.8851,93.0557,100.6004,95.0694,105.0843,100.2558,101.1156,99.2913,110.3928
2014-04,100.5265,108.8674,100.2692,100.3121,109.4126,100.8396,101.9485,111.1949,96.8812,114.3827,114.3383,89.7782,103.933,99.9996,95.0431,102.3022,96.9464,97.3399,113.7874,106.0196,113.034,89.9522,100.2237,92.4341,100.556,94.916,104.621,100.2374,100.7504,99.6723,109.9858
2014-05,100.8031,109.4604,100.6459,100.6246,110.5701,100.6328,101.7405,110.9693,96.565,114.2336,113.0292,91.5002,102.1835,100.0647,93.2721,101.3671,98.5856,98.5219,113.1755,106.4504,113.719,90.8111,101.4908,95.3922,101.8805,94.5602,104.5884,100.5182,101.7588,99.113,110.1223
2014-06,101.1134,110.5016,100.8224,100.6938,112.0327,99.3729,100.0441,105.4964,96.3317,115.1032,112.499,91.9959,102.9949,100.1852,91.7546,102.3878,99.9422,99.4544,114.7696,107.2693,112.6928,90.8284,101.9936,95.3931,102.6529,95.2217,104.6748,100.8298,102.0441,99.4556,110.3883
2014-07,101.629,111.1862,100.4937,101.42,112.7228,96.8465,97.8369,106.0534,95.6639,116.8196,113.1926,93.1765,102.6444,99.8691,92.7526,102.9875,98.6316,100.5901,115.2214,107.1403,113.3685,90.9059,101.705,101.3322,103.4345,95.9061,103.6613,101.3804,103.1405,99.3737,109.7538
2014-08,101.0069,111.8057,100.3056,100.6847,113.6179,97.8587,98.6655,105.2907,95.8463,115.6324,109.1231,93.8206,102.8598,99.0142,92.3833,103.4843,98.5924,100.2342,114.37,105.6224,112.2955,91.3389,102.1688,96.107,102.8046,95.5263,102.8191,100.78,101.9179,99.4948,108.4195
2014-09,101.0324,112.156,100.8611,100.7918,114.3087,99.7359,100.7814,109.4558,96.2703,115.2806,111.4466,93.1111,103.1716,98.3855,91.3623,103.3605,99.0189,100.7426,115.1844,106.7394,110.0685,91.7956,102.3919,94.5097,104.2641,97.4273,104.7122,100.8729,102.0409,99.5539,106.2383
2014-10,100.8968,112.2579,100.5547,101.1337,114.6209,100.6887,101.4334,107.5212,96.8217,114.7184,111.0236,93.7657,102.3466,98.2775,89.5415,102.5038,98.9501,99.4899,113.1183,106.1832,112.5667,92.1556,101.8404,93.8267,104.6527,97.4815,105.1908,100.7731,102.1582,99.2058,104.9281
2014-11,101.5587,111.7509,101.4016,102.3618,114.1354,102.6407,104.4854,120.0057,97.8437,115.4504,110.894,93.4964,103.3227,97.9315,90.3678,102.62,100.1499,98.5769,111.1055,106.036,113.8709,91.8885,102.2818,98.6488,104.3993,97.9719,106.7329,101.4719,102.9074,99.8482,104.3806
2014-12,101.3557,113.5648,100.6416,102.0911,116.7081,100.7506,101.3048,105.7949,97.6574,114.3144,112.5753,94.5628,103.6025,98.1969,90.9937,103.1765,99.4345,98.7483,113.269,105.6337,110.8807,92.0554,100.6933,97.6557,104.5796,99.7172,106.2019,101.2906,102.4544,99.9786,103.469
2015-01,100.8238,110.9027,100.3427,101.8602,113.7754,101.6682,102.4818,109.1888,97.3433,110.9982,114.6616,92.8878,102.5772,97.3419,89.2689,102.8073,99.5852,98.6193,110.3763,105.1854,110.1684,91.9547,100.9631,97.6845,103.8894,98.5545,105.9679,100.7507,101.9113,99.4437,103.1998
2015-02,100.0717,108.1638,100.8723,101.0444,109.9951,105.5604,107.7743,126.3941,96.5589,111.3675,108.3274,93.2312,101.6831,96.6221,90.5622,102.7041,98.6813,97.4787,107.5059,103.9491,109.5123,91.6608,100.7769,93.6622,105.455,99.4865,103.7246,99.9995,100.8465,99.0495,102.4197
2015-03,100.4175,106.4557,100.1779,101.8654,108.3325,104.1839,104.5847,107.8214,98.3839,111.1068,108.1285,93.0288,102.844,98.4738,89.2071,101.8913,98.6528,96.9327,105.1684,104.0304,107.3809,91.178,102.3353,98.2364,105.6377,99.0298,104.3585,100.3065,101.105,99.4127,104.0403
2015-04,100.387,105.2878,99.6878,101.4153,106.4494,101.2732,101.6693,104.8794,98.1939,110.5694,107.8619,93.7721,103.0224,98.289,89.6989,102.4454,98.9941,97.975,105.1169,103.7057,106.0928,91.1512,101.8722,99.0775,104.7461,98.5877,103.5316,100.2717,100.8673,99.608,104.152
2015-05,100.3877,103.5492,99.3489,101.4653,104.1573,100.3705,100.4593,101.0859,98.1302,110.2848,106.9835,93.8239,103.2522,97.6417,89.2669,101.3676,99.6396,98.3736,104.7394,103.4637,105.6257,91.0873,101.0982,102.7577,104.3187,99.3325,102.9894,100.2641,101.1912,99.2301,104.4276
2015-06,100.0022,102.4396,99.2317,101.2313,103.215,100.7403,101.3152,106.045,97.9394,109.1696,106.6491,94.0364,101.8685,97.7938,88.3911,101.9889,99.1515,98.7965,107.6436,103.2668,103.3836,91.7594,100.6793,97.6017,103.1658,100.001,106.9444,99.8626,100.5366,99.113,104.5691
2015-07,100.8227,103.0976,99.7558,102.1164,104.2854,100.0647,100.6373,105.3531,98.7608,108.056,107.4736,96.0479,101.7619,98.3255,89.7707,102.0252,99.8739,99.4383,107.4506,103.0768,102.9758,91.3795,99.5942,107.0936,102.4986,100.6884,104.522,100.6576,101.5986,99.6116,106.2277
2015-08,100.3594,103.3219,99.3062,101.869,104.8304,100.5165,100.9611,104.6169,99.913,107.219,107.7637,96.5008,101.6855,99.4383,90.4279,101.0473,101.1317,100.153,105.3914,101.4011,103.4607,91.2569,100.3993,100.9881,101.9264,101.6469,105.8138,100.2236,100.5251,99.8909,104.8059
2015-09,100.0394,102.4866,99.3663,101.2555,103.1479,101.9306,101.916,101.7979,99.3035,107.0688,107.0982,97.0666,101.8947,99.2752,91.598,101.7163,100.9005,99.0766,104.0513,101.5334,101.6441,91.2678,98.8688,100.7663,100.5726,102.629,105.5709,99.9551,99.9139,100.0051,102.7975
2015-10,99.9852,101.2731,99.3388,100.7254,101.3071,100.19,100.4876,102.9242,98.9759,107.4025,104.5505,97.1536,101.307,99.6888,93.4508,101.9246,100.8785,100.2185,105.0779,100.5813,99.7823,90.7737,101.0187,101.5647,99.629,102.8631,105.4747,99.8786,99.6779,100.1068,103.4761
2015-11,99.6606,99.8763,98.4286,100.429,99.4798,98.132,97.8219,95.3605,99.7372,106.9348,104.0818,96.7501,100.4609,100.3866,93.3776,102.1064,100.8324,101.204,103.447,100.3059,98.3463,90.4433,100.0699,99.0044,98.1887,103.2496,106.475,99.5454,98.8135,100.3658,103.4289
2015-12,99.36,99.0302,97.8795,99.927,98.5025,96.4726,95.6692,89.2822,99.4412,107.4672,104.1772,98.76,99.925,99.8825,92.664,101.9202,100.7534,101.6955,102.1467,100.5561,96.4778,91.0618,101.3181,97.9414,97.8836,100.7073,106.7574,99.2474,98.5037,100.081,103.0446
2016-01,99.8519,98.1598,99.1192,100.4807,96.8938,99.63,99.7875,101.0346,100.3327,108.6417,101.5339,98.6499,100.488,100.4809,93.1436,102.8636,100.8387,101.1044,103.2891,100.3947,96.6715,90.674,101.2747,101.0157,96.4272,102.6777,106.8345,99.7701,98.8328,100.8197,102.5278
2016-02,99.5151,96.6947,98.8921,99.985,94.7273,99.4316,99.6171,101.1011,99.7104,107.5175,102.9022,97.8913,100.6269,100.1709,95.6622,102.1861,100.9046,101.305,103.4488,99.4542,96.0248,91.0644,102.3462,99.9245,95.8369,101.3675,106.6032,99.4433,98.4197,100.5887,101.865
2016-03,99.4325,95.3645,97.7363,99.8945,92.4034,97.3644,95.4843,80.954,99.7407,107.7171,103.1833,98.3412,100.5317,100.1771,96.876,103.0424,100.7741,100.8531,103.4715,98.4687,95.4288,91.3739,100.8817,98.9621,95.0739,101.6022,106.7266,99.3761,97.9443,100.9764,101.2805
2016-04,99.255,93.5627,99.0405,99.7768,90.3601,100.8801,101.4088,105.4684,99.3145,106.2746,99.6306,98.6963,99.7161,99.7067,95.3639,102.3087,101.5266,100.9259,102.5964,98.6245,95.7973,91.4835,99.6299,100.4248,94.5257,101.6552,106.9177,99.1948,98.1083,100.4102,101.2249
2016-05,99.2217,93.6655,98.6446,99.7341,90.3999,99.4249,99.9231,103.7793,99.7181,107.3056,99.2136,98.1709,101.1238,99.2352,95.3658,101.9794,101.5883,100.6125,103.6975,98.648,95.5365,92.3501,100.5686,97.891,95.1938,99.4686,107.0657,99.1557,97.9176,100.54,101.3809
2016-06,99.3774,93.4182,99.619,99.7991,90.2973,102.8207,102.9041,103.6709,100.0004,106.9553,100.4469,98.8534,101.245,100.1779,96.7682,100.8927,101.2245,100.6235,102.6136,98.3443,97.1224,91.9926,100.7726,101.3322,94.3701,100.3158,106.539,99.3456,98.4222,100.3792,100.4234
2016-07,99.5704,93.6352,100.0088,99.7177,90.4696,103.0513,102.9706,102.5694,99.5976,107.6846,101.0328,98.2698,100.9264,99.9331,97.3474,100.5902,102.4849,100.6011,100.7658,98.8285,98.4325,92.2904,100.009,103.2547,94.3991,99.6288,106.8315,99.5246,98.8385,100.2936,101.0698
2016-08,99.0884,93.2982,100.0408,99.3648,90.2536,105.4104,105.0717,102.8619,99.8152,106.1546,101.6686,97.9863,100.346,99.8982,97.5249,100.074,101.5354,99.6597,99.7201,98.0478,96.3243,93.5559,99.9426,101.6877,94.9309,100.1806,104.7186,99.0539,98.1737,100.0399,100.2186
2016-09,99.2644,93.6858,99.6321,99.3772,90.3871,102.8171,102.5382,100.8161,99.8356,107.4106,104.4109,98.0097,101.3478,100.5562,98.1404,100.8261,101.8733,100.2152,98.1672,98.8637,94.1621,94.2974,99.9317,102.0064,94.6682,99.1701,105.8922,99.245,98.0977,100.5297,99.9052
2016-10,99.3812,95.3912,99.0242,99.5705,92.999,100.4879,99.5918,93.6821,99.7417,106.7531,104.9859,98.8969,101.6062,100.6566,97.3572,100.6158,101.8874,99.9665,96.8445,99.1477,94.4494,95.9293,99.8968,102.8387,95.3652,100.9075,103.5432,99.3552,98.4355,100.3854,100.2351
2016-11,99.2969,95.0659,98.4574,99.2246,92.0065,98.5747,97.1517,87.773,99.5016,106.5818,105.3333,102.0289,102.5612,100.9866,98.0205,100.9288,100.4467,100.3894,97.9831,98.4164,94.1267,96.6899,100.5557,100.4498,96.0147,101.6206,101.9692,99.2667,98.2549,100.4007,100.2861
2016-12,99.325,94.9122,99.6561,99.5983,92.1255,102.0512,102.9462,108.8198,99.3328,103.3401,105.4148,100.0259,100.7836,101.1318,96.8496,101.1157,98.8763,99.6056,99.3272,98.4988,95.4543,97.0014,100.475,101.66,96.7074,101.0884,101.5777,99.2929,98.6825,99.9767,100.375
2017-01,99.5887,96.2614,99.012,99.4201,94.1028,98.2979,97.6396,93.6349,100.1051,104.3207,103.8577,100.2827,100.0824,100.3517,97.9263,100.3905,98.9519,99.9739,100.5198,99.0176,96.6807,97.1918,101.8225,101.4407,97.1189,102.2846,101.4612,99.5659,99.1671,100.0121,100.3346
2017-02,99.4596,97.3804,98.05,99.1241,96.1849,94.1754,92.954,85.4812,100.2193,102.2445,103.334,100.4956,102.0449,100.6219,98.1379,99.5181,100.3709,101.3308,100.8963,99.0992,95.8781,96.67,100.5934,100.7098,97.5744,100.3779,101.1408,99.4363,98.9079,100.0285,100.2228
2017-03,99.2027,98.8271,99.3018,98.9785,97.9102,100.2674,99.6527,95.9568,99.4377,101.569,101.4641,100.0807,100.6592,100.0254,98.816,99.8967,98.5745,101.1217,99.8553,98.7835,97.143,98.0024,100.218,98.5497,97.8906,100.3907,100.759,99.1859,98.7986,99.6194,99.7511
2017-04,100.2992,99.8253,99.7916,100.3979,98.7131,100.8517,99.5691,91.9249,100.0264,101.647,100.5099,99.3957,101.5833,100.6621,101.3404,100.2313,99.078,99.7025,99.7856,99.1705,100.1109,100.0828,101.3166,102.878,99.2724,100.4663,101.3262,100.3278,100.3614,100.2865,99.3674
2017-05,100.1766,100.1425,100.0813,100.2172,99.3413,100.3511,100.7725,103.1909,100.1696,100.9361,100.7367,99.025,100.1412,99.9237,102.4229,100.9731,98.6687,98.9937,97.8603,99.6928,100.5343,99.8482,100.0654,101.8966,100.0759,98.8331,98.0075,100.1789,99.9005,100.4903,100.1034
2017-06,100.1339,101.128,100.3879,99.8617,100.638,100.8858,101.1257,102.5473,99.6149,100.0499,99.3955,98.0311,100.6661,99.85,102.3269,101.2,99.5366,99.2185,99.1932,98.9845,101.1426,99.7029,99.8842,99.8482,100.6866,99.675,98.9994,100.1078,99.7876,100.4669,100.9922
2017-07,99.9342,101.2618,100.1422,99.8563,100.798,101.3663,101.509,102.4198,100.2941,99.5414,100.2328,99.4165,99.2065,99.7081,100.4194,101.6318,100.0018,99.2882,99.1716,99.6066,100.6489,99.6466,100.0637,96.0819,100.7597,98.8489,99.2994,99.9136,99.3053,100.5989,100.6137
2017-08,99.6364,99.6143,99.5679,99.9248,100.0882,99.2664,99.8438,103.2711,100.5263,98.9465,99.728,99.4098,102.0945,100.6796,99.7308,98.4022,99.6892,97.5833,100.0099,99.7352,98.7853,100.3425,98.5109,97.7368,101.743,99.7056,99.992,99.6133,99.5012,99.7398,100.399
2017-09,99.6676,98.4137,99.6578,100.45,100.8449,98.4476,99.2245,103.832,100.2779,98.4191,98.2743,100.544,99.6653,98.522,96.3957,96.5491,100.9394,100.9351,101.3822,100.7403,101.3987,100.7595,100.597,99.4568,101.5878,98.6817,99.7726,99.6704,100.6611,98.5613,99.5758
2017-10,100.7095,101.2929,100.9422,100.9401,102.5602,101.6292,101.3529,99.8115,100.1712,98.1087,98.388,100.4486,96.6882,99.3713,101.2902,100.6405,100.4597,100.1662,100.9187,101.5368,101.9818,102.2101,99.8533,101.1766,101.3712,100.0445,100.097,100.7151,101.2304,100.1364,100.5297
2017-11,100.719,103.2126,101.2232,100.528,104.6403,101.3446,101.5796,103.0781,99.8768,96.7023,96.5958,101.8229,98.2976,99.733,100.8051,100.544,102.2516,100.9115,100.9367,101.7731,102.691,102.8889,99.3496,99.5732,101.3494,100.3652,99.4504,100.7652,101.2448,100.2267,99.1931
2017-12,100.4725,102.64,101.8423,100.3014,104.1781,103.1166,104.7767,114.8517,99.2806,97.5149,97.4832,101.0474,98.8707,100.5512,100.3884,100.0229,101.4778,100.7745,99.4703,101.86,103.0047,102.6542,97.7253,100.6518,100.5701,100.3264,99.6945,100.5196,101.1338,99.8332,98.9171
2018-01,100.1144,101.9533,102.0095,100.3803,104.0673,106.6503,107.3591,111.6534,99.1806,97.9515,97.8723,100.4063,97.9423,99.9406,99.7648,98.3662,101.0479,98.0092,100.66,101.9905,101.7908,103.379,99.4526,101.4108,100.5511,100.1571,99.1799,100.1512,101.1354,99.0595,98.9045
2018-02,101.0223,103.9079,101.2818,101.169,106.5948,100.3557,100.6622,102.4769,100.7005,98.9656,97.7908,101.9336,97.3576,100.4478,99.2377,98.8711,102.4803,102.1339,101.8378,103.4495,102.1341,103.3249,100.0148,103.428,100.1622,101.0453,101.7544,101.0804,102.2365,99.8013,99.1057
2018-03,101.1642,105.8121,102.1033,101.0426,108.7133,102.1459,103.2052,109.7213,99.5753,97.7872,96.9747,102.252,98.6477,98.5121,99.5097,98.8463,102.7143,100.6327,102.9847,103.671,102.0563,103.6951,99.3943,107.2108,99.8389,100.948,102.4582,101.2387,102.8473,99.4688,98.6984
2018-04,101.7892,106.5131,103.6273,101.8491,109.8937,103.5647,107.7681,134.2092,100.6185,98.2545,97.8164,101.8929,99.16,100.3205,99.9386,99.4274,102.7274,101.7222,102.446,104.1747,104.2147,104.5421,101.1225,106.2267,100.8816,101.6332,103.3403,101.9111,103.4931,100.1699,97.7315
2018-05,100.9852,107.4648,102.4462,100.5153,110.7703,105.1839,104.2815,97.9528,99.9596,97.4333,97.0345,101.2363,99.0963,100.9396,100.0446,99.2236,102.0768,101.7046,103.033,104.1691,103.5818,104.7404,100.8562,98.4252,99.9344,101.8844,104.7159,101.1222,102.276,99.8412,96.4162
2018-06,101.5113,109.3216,102.7153,101.3733,112.9592,104.781,104.999,105.9463,99.8711,98.0581,94.6212,101.2909,98.7863,101.5121,99.9742,99.3293,102.2163,100.8314,103.0185,105.2131,104.0513,105.5643,101.4104,103.4053,100.933,102.2934,104.6171,101.7276,103.4381,99.8516,94.2663
2018-07,101.7602,110.6522,102.5337,101.6212,114.2913,103.1286,103.8182,107.8847,100.6139,98.8277,98.85,100.5845,100.2213,102.1031,100.1778,99.83,104.1113,100.8329,102.7378,105.2548,105.3276,106.8131,102.3657,99.8211,100.1674,102.115,104.4524,101.9494,103.1383,100.6281,95.4287
2018-08,101.9839,111.9202,102.9809,102.1416,116.6673,104.5917,105.1059,107.998,100.6444,100.6358,96.4626,101.323,99.2633,100.4853,100.668,98.5752,103.3889,100.4935,103.5268,105.5467,106.3965,106.7121,102.8371,103.889,100.4011,101.7616,104.8907,102.1579,104.0432,100.0955,96.1702
2018-09,101.9695,112.2118,102.6999,102.2522,117.1553,103.356,104.2559,109.7851,100.2148,98.8923,95.4459,101.0342,99.5754,101.3098,100.76,98.0999,103.7744,99.1536,104.3295,105.443,106.3991,105.8638,103.1889,106.8351,99.9281,101.6654,104.1417,102.1361,104.2154,99.8668,96.4024
2018-10,101.4941,111.9349,102.8457,101.8121,117.5481,103.6749,105.8643,120.2966,98.9838,100.4991,94.9865,98.5246,99.6178,100.5895,100.107,97.5883,103.461,100.0564,104.9201,105.6757,106.6281,105.5254,102.7086,105.1841,98.817,101.5815,105.4197,101.6586,103.9154,99.1998,95.9973
2018-11,101.0808,111.905,103.1354,101.2724,117.6458,105.0302,108.0543,128.3387,98.3915,98.8562,95.1534,97.7375,99.8636,99.3823,99.1866,98.0474,103.6695,98.5497,104.8889,105.2658,108.0447,104.1295,102.6825,104.1192,97.6884,100.1876,103.543,101.2411,103.2739,99.0211,95.7253
2018-12,101.3073,113.5573,101.9507,101.8345,119.9656,101.9801,103.1328,110.2374,98.7196,96.9723,93.9886,96.8322,100.1003,98.7785,99.885,97.5583,104.0391,100.4761,103.945,105.0345,104.7426,104.9205,103.1844,109.7827,98.1969,98.2491,103.6095,101.4882,103.7426,99.0307,95.2468
2019-01,100.5601,112.8892,101.5763,101.0866,119.3257,102.4229,104.0043,114.2021,99.6921,97.2997,93.0148,97.4414,99.7038,98.8917,101.0766,96.5621,103.1187,100.6221,101.4575,105.267,105.1317,105.061,101.7989,101.1477,97.9767,97.4087,102.6803,100.7316,102.2763,99.0332,94.8177
2019-02,100.0261,110.8774,101.1357,100.9808,117.1308,102.9488,105.0575,119.1056,99.3655,97.5215,91.5332,95.2171,98.9113,97.0439,97.3958,96.6135,102.3186,96.9532,100.0478,104.118,104.0457,105.2065,102.6849,101.8943,98.5662,95.9209,103.4474,100.1606,101.8296,98.329,95.5446
2019-03,99.9464,111.2077,101.0948,101.2468,118.2556,104.0661,105.6521,115.8605,99.5266,98.9939,93.4596,93.6522,98.3504,96.6202,98.6219,96.1805,101.3276,97.3436,100.3412,103.806,104.0015,104.9308,103.1143,102.5249,98.5556,94.6399,103.0789,100.0939,101.7677,98.2569,95.0183
2019-04,99.1758,113.0373,100.0056,100.1815,120.6488,101.585,102.8236,110.5039,98.581,98.195,96.3094,94.5521,98.3549,96.745,98.463,95.6102,99.5623,98.0332,100.942,102.944,101.0668,104.9148,101.9139,101.4003,96.883,94.826,103.0271,99.3145,100.8974,97.5752,94.5451
2019-05,99.2438,112.9873,100.3504,100.3229,120.9498,102.3727,103.9272,114.0015,99.2673,97.3449,96.7076,95.1,98.0734,97.1524,99.1001,94.8556,100.6249,97.9826,99.638,102.1625,102.4507,104.8154,103.9994,103.3394,95.1152,95.067,102.2936,99.4229,100.9901,97.7005,93.2279
2019-06,99.4419,112.6772,99.63,101.1406,121.1519,99.9963,101.6728,112.7419,100.8477,97.3502,97.9284,94.9173,95.6082,96.5303,99.8161,94.5587,101.0731,98.186,97.6172,102.1568,101.3183,105.3977,103.3378,104.8396,96.4027,94.2836,101.1568,99.6115,101.0309,98.0484,93.7517
2019-07,99.024,110.876,99.9871,100.6378,118.8922,102.9331,104.283,112.8059,98.5054,95.3137,97.6644,95.3099,97.5858,96.7179,100.771,95.1852,98.7566,97.6324,97.802,101.432,100.094,105.5744,103.9988,103.5532,97.7037,94.5315,101.348,99.2139,100.8151,97.4554,92.6374
2019-08,99.5361,113.0099,100.274,101.1032,121.3305,102.8509,103.9742,110.7832,98.7276,96.085,97.4841,95.1114,99.1397,96.9196,101.2766,95.9787,99.8693,98.4442,99.1665,102.0723,101.5745,105.6664,103.4706,103.3899,98.5424,93.9913,101.1504,99.7598,101.29,98.0784,91.9994
2019-09,98.9087,113.3624,99.9875,100.3816,121.5406,104.3881,105.0233,108.1169,98.9006,95.2034,98.0017,95.8707,98.9762,96.7473,100.5831,95.5869,98.506,98.8679,98.3014,101.7898,99.2727,106.6759,101.4907,98.1881,100.0983,94.6581,100.2119,99.1341,100.3799,97.7617,91.3166
2019-10,98.1866,112.5758,98.6762,100.0896,120.4669,102.5784,103.6667,110.2359,99.7214,94.4491,96.8917,96.6716,98.6492,96.3727,98.8449,95.255,98.0113,97.5194,96.2714,101.4072,98.8362,105.974,98.8714,92.2567,101.8244,94.9176,98.637,98.4399,99.1625,97.6369,89.6601
2019-11,98.9163,110.6948,99.2633,101.4803,118.0646,102.9335,105.777,125.4686,99.5254,95.2737,95.7035,96.3547,98.4033,96.5569,98.2571,94.6356,98.7578,96.7435,96.189,101.1964,99.2932,107.2106,100.0879,102.1896,102.3682,96.3369,99.8178,99.2558,100.9727,97.3712,87.5212
2019-12,98.9202,110.5803,98.516,101.5024,118.395,101.2152,102.2224,108.2787,101.0483,95.4052,95.853,96.7262,98.4554,94.8009,98.6112,94.2446,98.493,98.2743,97.8915,100.9275,99.8688,108.7055,99.585,97.9709,101.5986,97.0297,99.3858,99.2449,100.6659,97.6841,88.0168
2020-01,98.7184,111.4589,98.3455,100.105,119.7467,97.3201,97.8024,100.0551,100.2932,97.447,94.1642,98.2354,99.4194,96.5123,100.8317,94.6701,99.8815,101.4855,98.4857,101.3861,100.3322,109.3665,100.3888,99.1832,90.2862,98.0427,99.5918,99.0067,99.8558,98.0729,89.0108
2020-02,98.6955,110.8964,99.116,100.0309,118.428,100.3016,101.4545,108.5572,100.3046,97.2417,95.7243,97.1167,99.0753,98.1974,99.5772,94.5866,100.657,101.5114,96.0456,102.111,101.6668,110.7342,101.712,101.5435,85.8621,99.084,98.9667,99.0241,99.9059,98.0552,87.6798
2020-03,94.3071,111.5135,94.5185,95.5142,119.3448,97.9522,97.3048,91.4339,98.9745,93.3044,90.3579,94.1153,99.8807,90.0329,93.4767,95.6529,94.0897,96.2465,93.1265,98.3673,98.6839,109.8512,98.7533,74.1626,82.5346,93.9504,94.3806,94.7071,93.2134,96.3524,81.0106
