Series Description,Manufacturing (SIC); s.a. IP,Crude processing (capacity); s.a. IP,Primary & semifinished processing (capacity); s.a. IP,Finished processing (capacity); s.a. IP,Mining  (NAICS = 21); s.a. IP,"Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP","Electric and gas utilities  (NAICS = 2211,2); s.a. IP",Natural gas distribution  (NAICS = 2212); s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); s.a. IP","Textiles and products  (NAICS = 313,4); s.a. IP","Apparel and leather goods  (NAICS = 315,6); s.a. IP",Wood product  (NAICS = 321); s.a. IP,Paper  (NAICS = 322); s.a. IP,Printing and related support activities  (NAICS = 323); s.a. IP,Petroleum and coal products  (NAICS = 324); s.a. IP,Chemical  (NAICS = 325); s.a. IP,Plastics and rubber products  (NAICS = 326); s.a. IP,Nonmetallic mineral product  (NAICS = 327); s.a. IP,Primary metal  (NAICS = 331); s.a. IP,Fabricated metal product  (NAICS = 332); s.a. IP,Machinery  (NAICS = 333); s.a. IP,Computer and electronic product  (NAICS = 334); s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. IP,Furniture and related product  (NAICS = 337); s.a. IP,Miscellaneous  (NAICS = 339); s.a. IP,Manufacturing (NAICS); s.a. IP,Durable manufacturing (NAICS); s.a. IP,Nondurable manufacturing (NAICS); s.a. IP,Other manufacturing; s.a. IP
1972-01,38.283,76.6024,41.6338,32.9572,85.9608,34.6251,44.021,105.2762,60.6512,168.7617,627.4419,84.465,76.0852,65.6448,62.9323,49.985,35.0543,84.399,113.7503,67.4343,59.2075,0.4217,78.519,34.7477,51.8099,70.7304,39.6651,36.0856,23.5171,62.8876,136.253
1972-02,38.6063,76.4697,42.3459,33.099,85.2372,35.8356,46.0774,114.8094,59.9973,168.5103,625.769,83.1391,76.1435,66.5996,64.1137,50.5503,35.0223,84.4549,117.7063,68.1095,60.4079,0.4261,79.4437,35.345,51.8861,70.6899,39.9322,36.3699,23.8158,62.9521,138.1907
1972-03,38.8739,77.4765,42.6673,33.2249,85.8973,36.3612,46.2788,112.7263,60.6204,168.7451,623.7826,82.0167,77.0723,67.5736,63.9492,50.5851,35.4598,84.5776,123.3022,68.6871,60.5221,0.43,77.8671,35.6215,51.9816,70.8478,40.0845,36.6126,23.9908,63.311,138.8382
1972-04,39.2985,78.0269,42.9805,33.6782,86.7622,36.5954,46.1532,110.1328,61.1629,170.6258,626.3811,83.8582,77.6076,66.2517,63.2983,50.76,36.4272,84.6293,125.1089,69.1577,61.8711,0.4363,79.1228,36.7603,51.8032,71.9422,40.5317,37.0278,24.3535,63.6873,137.6002
1972-05,39.3682,77.9858,43.0965,33.559,86.0921,36.2837,45.5746,108.0754,60.9539,171.5102,622.9772,83.2118,77.4963,66.8186,63.4683,51.1275,36.9599,84.8312,126.6233,69.7588,63.2376,0.4387,78.3162,36.0872,50.5081,72.0755,40.7781,37.0977,24.3912,63.8382,136.336
1972-06,39.5023,78.3624,43.1527,33.6544,85.9838,36.0244,45.2707,108.0541,60.8668,169.4261,620.4339,83.489,78.9122,67.0972,62.7569,51.7946,37.2788,85.2289,126.4013,70.6085,64.0767,0.4431,78.0822,35.5236,49.8566,72.3646,41.2818,37.2049,24.452,64.059,137.8007
1972-07,39.4938,77.971,42.9457,33.8194,85.8346,35.6461,44.8215,107.5723,60.5792,170.3879,623.8177,85.8761,78.0754,66.6298,63.0155,51.5628,36.9547,85.5998,123.5372,70.5902,64.3935,0.4486,79.1532,35.3649,49.6462,73.7322,41.5214,37.1972,24.4992,63.8509,137.0345
1972-08,40.0142,78.6146,43.6154,34.2428,86.8128,36.5537,45.7705,108.7616,60.9299,171.2973,636.6586,83.4443,78.436,67.9568,63.5386,51.9287,37.733,86.9178,127.0386,71.0695,65.2038,0.4523,79.1039,37.3981,49.686,74.0684,42.3124,37.6906,24.8823,64.4822,138.0303
1972-09,40.338,78.4136,44.1159,34.4373,86.7169,37.3837,46.3269,106.8087,60.6156,170.462,644.5019,84.6633,80.0739,66.7446,64.1794,52.2895,37.9069,86.6318,127.5165,72.3799,65.6385,0.4597,80.0536,37.9964,50.138,74.3551,42.5745,37.9677,25.1436,64.6666,141.6327
1972-10,40.9033,78.8752,44.7324,34.8683,86.322,37.9004,46.8549,107.2637,61.179,174.6704,643.8329,87.6929,81.2872,67.8181,64.5619,52.6497,38.7171,87.2937,129.5636,72.675,66.8214,0.465,82.3144,39.2433,50.9176,75.8099,42.7774,38.5217,25.5797,65.3557,141.3243
1972-11,41.4156,79.2209,45.3385,35.2785,86.2626,38.2686,47.6026,110.9964,60.6908,174.2057,650.417,87.5937,82.3579,67.697,63.0662,53.6051,39.7137,86.6875,132.6035,73.8263,67.7993,0.4788,84.0527,40.2592,52.5493,76.646,43.0945,39.0233,26.051,65.6996,141.2261
1972-12,41.9693,79.3895,45.9299,35.6854,85.9852,38.2916,47.6435,111.0477,61.5244,174.4724,645.9318,84.4655,83.5095,67.4223,62.8396,54.1657,41.7431,86.1833,137.9752,74.4697,68.6637,0.4928,87.3746,41.2981,53.8822,77.1264,42.739,39.5934,26.4996,66.4106,138.4879
1973-01,42.2868,79.8719,46.3983,35.8324,86.4243,39.1015,48.0317,107.4337,61.3072,172.0664,636.3247,84.652,82.979,67.893,63.4305,54.8558,41.3846,87.7151,139.9296,75.8391,69.5611,0.4967,88.0844,42.2446,54.9558,75.7243,42.9652,39.888,26.8553,66.3273,140.228
1973-02,42.9635,80.2897,47.0756,36.4282,86.4045,39.4385,48.4228,107.9327,61.6585,174.7334,653.7046,85.1229,84.2924,67.8078,63.1818,55.7138,42.1516,90.1512,142.5537,77.0098,70.9082,0.5076,87.8271,43.2416,56.5385,77.473,43.1836,40.5253,27.3475,67.1584,142.9858
1973-03,43.0469,79.4341,47.1182,36.5223,85.2465,39.2861,48.1028,106.0561,61.2456,173.9525,663.3014,84.4121,84.2459,69.1379,62.1827,55.5216,42.7324,91.8099,142.5109,77.4332,71.7352,0.5086,89.3721,42.7021,56.859,77.7357,43.0114,40.6055,27.4367,67.1648,143.5868
1973-04,42.9818,79.7642,47.1403,36.3458,85.0034,39.2863,48.2594,107.2452,60.6544,172.282,657.9739,81.6432,85.0462,69.4274,61.8473,55.9453,42.6321,91.9688,140.9783,77.6458,72.3884,0.5086,88.763,42.6234,57.295,77.4485,42.8679,40.5511,27.4102,67.0387,143.1748
1973-05,43.2469,80.5613,47.3813,36.6509,85.9359,39.7109,48.7907,108.2555,62.0138,170.1751,650.1542,80.1832,85.6246,70.0946,61.6732,56.2266,42.1974,92.0833,144.7476,78.1972,73.38,0.5161,89.3285,42.5338,57.595,76.7642,42.802,40.8108,27.6112,67.3775,143.5883
1973-06,43.2556,80.2367,47.5212,36.6424,85.8172,40.5113,49.3992,106.8184,60.7705,169.354,648.4455,80.6643,84.3076,70.6108,61.753,55.9502,41.6111,92.088,144.1165,78.4105,73.5563,0.5347,90.0862,42.9092,58.1953,77.7246,42.4198,40.8257,27.8074,66.7349,143.3797
1973-07,43.4313,81.5476,47.6983,36.6825,87.661,40.5062,48.8283,101.5271,60.6356,168.4221,635.5033,80.2425,84.5825,72.1609,60.9452,56.3864,42.5353,92.6635,146.9845,78.8512,74.5092,0.5241,91.4103,43.1942,59.0593,77.2179,42.729,41.0082,27.9889,66.83,142.6661
1973-08,43.3225,82.0259,47.6478,36.5308,87.6572,40.6565,49.2654,104.1046,60.0853,167.3476,640.3642,80.3843,85.0466,72.2508,61.2167,56.8432,41.8412,92.3032,148.3459,78.5362,75.0318,0.5446,89.8179,40.5604,59.2174,77.1432,42.6995,40.8993,27.8808,66.7746,143.1289
1973-09,43.6592,81.6888,47.9285,37.0645,86.9808,41.5685,50.5582,108.0688,60.9582,166.8792,635.4118,81.443,85.2068,72.2895,61.4816,56.7637,42.0641,92.2862,147.924,78.5714,75.6839,0.5467,91.8253,43.0043,59.5928,76.7578,42.6003,41.2452,28.2132,66.9977,141.6163
1973-10,44.0686,82.5216,48.1947,37.4217,87.0786,41.7023,50.2368,104.003,61.7211,166.6332,633.0959,80.2724,86.1626,72.7472,63.585,58.2892,41.9347,92.2091,149.5171,79.0915,76.4033,0.5587,92.7512,42.9527,60.7136,76.5633,42.6461,41.6391,28.4294,67.8276,142.2739
1973-11,44.3827,82.6938,48.3657,37.6809,86.7824,40.896,49.444,103.6158,63.0322,167.2009,631.9257,81.1111,87.6192,70.7702,63.2717,58.5499,42.6658,93.0144,152.9888,79.3417,76.6848,0.571,92.8229,42.8519,60.4356,76.2105,42.5977,41.9302,28.6079,68.375,143.8244
1973-12,44.4083,83.5936,48.2962,37.3527,87.9403,38.6751,46.6479,97.0149,62.6712,167.5466,629.5463,81.9758,88.9214,70.5771,63.8803,58.669,42.963,94.5592,159.0962,78.8133,77.4521,0.5756,91.949,40.6791,59.9839,76.3185,42.2778,41.942,28.6005,68.45,145.0542
1974-01,44.0479,84.1259,47.9137,36.9894,87.7956,38.196,46.8094,102.5712,63.258,166.9873,621.8444,77.5461,90.4325,68.8958,62.9655,59.4913,42.7507,94.1883,156.2576,78.7757,77.8359,0.5776,91.3381,36.6447,59.4956,76.3139,42.3658,41.5782,28.1133,68.6958,146.0842
1974-02,43.8822,84.3391,47.6233,36.9607,87.673,39.0272,46.9939,97.2949,63.0994,164.138,619.926,79.6501,91.2401,68.8151,63.148,59.8883,42.5626,94.2025,152.8863,78.0134,77.5735,0.5933,89.2032,35.8876,59.0195,74.2601,42.0015,41.4109,27.9234,68.6894,146.4611
1974-03,43.8442,84.3311,47.5156,37.0894,86.9993,39.5589,47.9861,101.8932,63.2918,162.564,617.0622,79.8246,92.0992,68.445,63.9456,59.9236,42.406,93.4366,149.5276,77.7769,78.3602,0.5995,90.1135,35.6267,58.8013,74.5031,41.9923,41.3949,27.8907,68.74,144.141
1974-04,43.6757,83.9106,47.6074,36.77,86.7096,39.9307,48.5392,103.8607,61.9224,160.7808,609.8629,80.1644,92.1601,68.9711,67.2521,60.1108,41.51,93.2051,152.4133,77.8736,76.6315,0.5955,90.1632,35.905,58.2635,73.4458,41.5766,41.2343,27.8154,68.36,143.5414
1974-05,43.9846,84.1562,47.8488,37.2374,87.4121,40.7898,49.1401,102.1438,63.3584,161.0083,607.6643,78.9397,91.4644,69.4982,68.2504,59.71,41.6419,92.7394,152.7109,78.0021,78.1266,0.5959,91.0343,36.6855,58.8208,73.5339,42.0783,41.5027,28.0288,68.6928,146.7495
1974-06,43.9962,83.2595,47.7876,37.28,86.2595,39.9828,48.6539,104.6188,63.7616,160.743,594.8453,78.8896,90.7941,69.8413,68.6979,59.4008,42.2429,92.3409,154.0518,77.541,78.3435,0.6003,90.6964,37.0177,58.3153,73.3438,42.1647,41.5264,28.0698,68.6459,145.3089
1974-07,43.9821,83.7635,47.7481,37.4032,86.5427,41.0067,49.714,105.6692,62.4661,160.284,609.4769,75.624,91.8117,68.4241,69.458,60.2836,41.4673,91.4309,153.6706,77.5758,77.3645,0.5999,91.2086,37.8277,59.3618,71.9376,42.525,41.5095,28.0567,68.6234,145.4896
1974-08,43.59,81.6668,47.1216,37.3491,84.0794,40.9755,49.2842,102.1041,62.6127,157.9933,611.6207,74.577,89.5363,68.0045,69.486,59.1255,41.6269,90.3281,148.6893,77.2718,77.3094,0.5746,90.3769,37.816,60.0979,71.3346,42.4661,41.1198,27.7597,68.0949,146.1303
1974-09,43.601,82.3943,46.9248,37.4747,85.1343,40.6659,48.6297,98.849,62.0874,153.2303,604.3365,72.4157,89.7323,68.6917,67.8429,59.4112,40.5643,89.5526,151.2986,76.7199,78.2018,0.5946,88.6237,39.2211,60.1676,69.6985,41.9824,41.1793,27.9659,67.6178,141.0219
1974-10,43.2843,82.6913,46.6015,37.4479,86.1037,41.6014,49.8695,102.2061,62.1426,147.8023,603.4424,67.3001,87.0187,67.3929,69.5691,58.7016,39.9261,89.0616,151.8625,75.8997,78.2899,0.5994,85.5682,38.9998,60.4783,67.4458,41.8086,40.8682,27.795,66.9661,141.2049
1974-11,42.0045,77.8823,44.945,36.7479,79.8806,41.3595,48.8347,95.132,61.3466,141.3918,593.1819,64.8259,83.9185,67.0963,68.8531,56.4586,37.288,86.7938,144.42,74.1369,77.1798,0.5869,82.6845,35.8036,60.2412,64.3614,40.7028,39.6248,26.9033,65.0869,140.6442
1974-12,40.1037,77.8307,42.9711,35.3682,81.9188,41.5374,48.8662,94.0005,60.3573,134.9385,566.1708,62.0519,79.2983,65.5401,68.2406,53.7094,34.3161,83.2506,133.9004,72.1142,74.8071,0.5661,77.4038,30.5343,59.0434,62.6592,39.4556,37.7976,25.5178,62.5867,137.8193
1975-01,39.2909,79.7755,42.1844,34.5737,86.1827,40.8369,47.9301,91.4505,59.6215,129.6905,550.1399,61.337,76.948,65.7009,68.0895,53.1886,33.6992,83.5752,134.5472,70.2184,73.4564,0.5509,74.2076,27.7981,58.8915,57.3593,38.9213,37.0086,24.8856,61.6247,137.4256
1975-02,38.1998,78.2233,41.2489,33.6848,84.9862,41.4482,48.6453,92.788,58.9105,131.2132,540.3288,62.8996,74.2956,64.5017,65.9611,51.5102,31.4113,80.748,132.5031,67.6223,71.3519,0.5288,73.2495,26.3155,56.4373,54.9464,37.6339,35.9633,24.1091,60.1394,135.4538
1975-03,37.6856,75.6573,40.8051,33.606,83.2828,42.2069,49.787,96.5734,58.823,135.1224,536.0889,63.0143,70.643,62.6686,65.1776,50.1708,30.173,77.4772,128.8901,65.8336,69.3114,0.5221,70.996,28.281,56.7781,54.8188,36.8017,35.4655,23.8143,59.171,135.0923
1975-04,37.6801,75.056,40.6834,34.0385,83.1538,42.6159,51.0839,104.2443,59.9536,138.9497,549.5409,64.3726,71.1914,62.0819,63.7183,49.6105,31.7035,78.1595,118.9246,65.6502,68.4861,0.5226,70.3224,29.8677,55.7982,56.4094,37.4541,35.4631,23.6533,59.7212,134.8328
1975-05,37.6288,74.4516,40.4462,34.1373,82.8358,42.6369,50.2062,96.8703,59.8366,144.3837,565.2803,67.4607,70.9842,62.7044,63.7522,49.6244,33.3127,79.2961,109.9424,65.1075,66.0155,0.5232,69.2156,30.5231,57.3442,58.7087,37.3999,35.3924,23.4184,60.2561,137.0188
1975-06,37.9464,75.7272,40.4777,34.4666,84.1323,42.1255,49.0372,91.0875,61.0319,151.1444,580.1842,69.4217,75.1984,62.8435,64.4887,50.2426,34.2618,79.2822,109.6602,64.6619,64.7694,0.5157,68.3644,31.3047,57.351,59.8939,37.8166,35.6964,23.3667,61.656,137.677
1975-07,38.4709,74.4545,40.9512,35.0883,81.7736,42.283,49.7432,95.6405,61.7807,156.745,605.1226,70.9498,76.9778,63.8885,66.7755,50.7266,35.1799,81.2382,108.124,64.3394,65.3199,0.5335,69.3704,32.2408,56.386,61.4287,39.1855,36.2085,23.6023,62.8899,137.6988
1975-08,38.8672,75.2893,41.607,35.1653,82.6475,42.9091,50.207,94.8775,61.4344,159.8656,616.1431,71.8618,77.7819,64.8252,66.554,51.4557,36.1472,81.7251,109.8434,65.7033,65.2996,0.5355,69.3945,33.8244,55.4927,64.1935,39.4217,36.5947,23.8834,63.4596,137.8001
1975-09,39.5182,75.7665,42.0999,35.7717,82.3285,42.6588,49.9784,94.8407,62.0157,164.4214,624.2554,72.1833,80.1101,62.906,68.4827,52.55,36.6997,84.2546,113.2345,66.5601,65.8015,0.5466,70.2391,35.0874,56.0911,65.6388,40.2798,37.2364,24.3392,64.4445,137.2188
1975-10,39.7187,76.4674,42.1538,35.997,82.5803,42.661,49.8451,93.7874,63.108,164.6543,634.0512,73.1159,82.0676,64.1982,67.1261,53.4145,36.5333,83.6232,110.1949,67.0639,66.3731,0.55,70.9866,34.7855,55.6007,65.625,40.7762,37.434,24.3308,65.2722,137.0423
1975-11,39.7725,77.2042,42.15,35.9896,83.5611,42.6735,49.2672,89.2037,63.7454,164.6281,640.9621,73.064,84.1887,64.4922,67.6215,53.5201,36.4754,83.3754,110.2945,66.3533,66.5731,0.5471,71.52,35.2023,54.1739,66.5952,40.4065,37.5107,24.2801,65.7625,134.6246
1975-12,40.354,78.4278,42.7149,36.473,83.78,43.4659,50.1412,90.5605,63.7013,168.4773,643.4087,72.3668,85.4678,65.1396,68.625,54.9331,36.8976,83.7336,111.1679,66.9248,66.802,0.5627,72.5998,36.7074,55.9118,66.8143,40.7466,38.0449,24.6596,66.5826,138.0183
1976-01,40.8374,79.3516,43.4447,36.8161,85.3379,44.3564,51.3146,93.5557,64.4662,168.327,645.8001,77.1847,85.3032,65.28,69.0761,55.0017,37.2786,84.9616,115.4651,67.8377,67.8495,0.5748,75.7968,36.8717,55.6846,67.7917,41.2692,38.5249,25.1135,66.9204,137.2563
1976-02,41.4288,79.7859,44.1505,36.9334,85.0347,43.2682,50.2647,92.8704,64.3593,171.1395,640.4779,77.3987,87.277,65.7125,71.5778,56.4656,38.3173,85.3378,122.748,68.9355,68.127,0.5753,77.2577,38.7905,54.8777,67.9602,40.9577,39.1241,25.5387,67.8413,135.1384
1976-03,41.5586,79.2093,44.4134,36.9481,84.0214,44.1158,50.6161,89.9184,64.1326,169.4977,640.0191,74.7928,86.1376,66.7881,71.945,56.6156,39.168,85.0301,124.1737,68.8745,68.5157,0.5856,78.2131,39.1589,55.1147,67.0691,41.2103,39.2461,25.6672,67.8818,135.6174
1976-04,41.8042,79.8942,44.6743,37.0506,83.6819,44.6506,50.995,89.2641,64.4283,167.8347,633.4612,75.7484,87.1118,66.5071,72.1605,57.1115,37.7034,85.6081,125.5753,69.8648,69.2795,0.5962,79.2141,39.8416,53.9769,67.1878,41.4346,39.4607,25.9157,67.8703,138.1173
1976-05,42.0125,79.7343,44.7947,37.3725,83.9508,44.2316,50.8473,90.9061,65.6179,167.746,628.7606,76.6924,85.5085,68.1952,73.0253,56.9885,34.5169,85.6158,126.5596,70.4583,69.7149,0.6188,79.5466,40.5888,53.2862,67.5317,42.2708,39.6546,26.1858,67.6966,139.0653
1976-06,42.0557,79.6198,44.9826,37.28,83.4187,44.6225,51.2965,91.7209,65.1443,166.1322,618.1318,74.546,85.5372,67.4594,74.0071,57.6049,34.3787,85.8727,127.8746,70.7841,69.7345,0.6249,79.9419,41.2876,52.4029,66.888,42.2105,39.6982,26.2655,67.5911,138.9318
1976-07,42.3673,78.9023,45.4677,37.446,82.7172,44.7048,51.5049,92.7344,66.0076,167.3068,615.9918,77.2743,83.4338,69.6752,74.3923,57.9979,34.7616,85.7852,129.1243,71.6178,70.9097,0.6343,79.8391,41.5597,50.6758,68.6193,42.6114,39.9823,26.471,68.0132,140.9244
1976-08,42.64,80.066,45.6599,37.7214,83.7726,44.8642,51.7134,93.2518,65.4546,167.875,603.3387,78.0104,85.0136,68.6833,74.479,58.61,34.4615,85.8833,126.69,72.0981,71.8417,0.6547,81.0549,43.0321,51.0436,68.0046,42.6484,40.2314,26.7701,67.9571,142.6246
1976-09,42.7375,80.1863,46.0496,37.5519,84.0473,45.1717,52.1493,94.4786,65.8969,167.2883,610.2964,77.372,83.8332,71.4058,74.642,59.1227,39.3015,86.2848,124.7677,73.2237,71.9729,0.6668,80.4752,39.8495,50.8539,68.756,43.1251,40.3114,26.5554,69.0533,144.1212
1976-10,42.711,80.128,46.011,37.6101,83.7794,45.8043,52.6974,94.5178,66.1205,167.17,602.6398,79.2558,84.4464,71.1046,73.8148,59.16,41.6375,86.1743,121.0483,72.6354,71.3754,0.6809,82.4491,38.5733,51.1829,68.5665,43.3656,40.2677,26.422,69.3541,145.8369
1976-11,43.2826,80.606,46.6814,38.3831,84.4292,47.7832,55.1248,99.6565,66.4625,167.2879,603.5332,78.2179,84.3538,69.5033,75.6854,59.5508,41.4431,86.7286,119.3129,73.196,72.6154,0.6918,83.9145,42.7193,51.9805,68.4242,43.6819,40.8165,26.9834,69.5762,146.8297
1976-12,43.7297,81.6175,47.1261,38.7909,85.4677,48.6244,55.5817,97.8681,66.351,170.1851,607.856,79.3103,83.7729,70.8007,77.2172,60.4695,42.7395,87.3866,119.4742,73.8039,72.5775,0.7057,81.3308,45.117,51.9086,68.9601,44.2131,41.2484,27.2813,70.2673,147.3628
1977-01,43.574,80.4366,46.8088,38.6758,82.8245,48.8232,55.152,93.7874,66.5057,172.7894,600.2865,79.4956,85.8038,71.1112,78.1549,60.2875,42.6662,83.5139,116.4602,73.3928,72.0941,0.7065,84.251,43.9943,52.2633,70.4711,43.8516,41.1187,27.0757,70.4764,145.1749
1977-02,44.3877,82.6607,47.2793,39.4403,85.7478,47.8059,53.3537,87.4543,67.0292,178.6676,629.9678,79.9399,86.5541,71.9237,81.0471,61.6397,42.8202,85.9897,119.1137,74.3782,73.8194,0.7366,83.9481,43.773,53.0003,73.3383,45.4542,41.8867,27.5685,71.838,147.8732
1977-03,45.0275,84.1317,48.026,39.66,87.2408,47.4783,52.5567,83.9755,66.8052,180.9665,632.8695,80.7829,87.9263,72.5687,79.5734,62.0616,43.9552,89.9064,126.3435,75.4925,74.346,0.74,86.2503,45.8301,52.3525,75.1982,45.3996,42.4905,28.1514,72.2056,150.0027
1977-04,45.5236,84.164,48.5604,40.1327,87.0026,47.7513,53.2535,87.0583,67.1255,183.6172,640.5438,81.1224,87.3243,74.1909,79.6795,62.5998,44.8117,91.2492,128.7691,76.0497,74.9996,0.7658,87.2575,45.3599,54.1114,74.8098,45.8721,42.9302,28.4864,72.7946,154.4243
1977-05,45.8854,84.6889,48.9697,40.424,86.924,48.6388,54.1107,87.8131,66.201,184.8898,647.7569,82.9451,90.115,73.1481,79.2504,63.4475,44.9852,91.5858,130.9376,76.9768,75.534,0.7814,88.2369,45.2452,55.1703,76.422,46.4264,43.2782,28.81,73.0497,154.9976
1977-06,46.281,84.4924,49.357,40.8643,86.3311,48.7921,54.8396,91.6887,65.9679,185.7726,654.8474,82.3882,89.6483,74.1876,78.7268,63.7425,45.9534,92.5649,129.8408,77.3051,75.9399,0.7999,89.6112,46.9897,56.3006,77.7062,46.6191,43.6554,29.1683,73.2997,155.9326
1977-07,46.2778,84.5555,49.3023,41.0404,86.5255,49.2576,55.507,93.4904,66.114,185.2665,654.7555,84.0779,89.315,74.2047,78.5563,63.4063,45.3853,93.9652,123.199,78.3148,77.0182,0.8143,87.8528,47.4423,55.6662,79.8687,46.3047,43.6594,29.2258,73.1077,155.2421
1977-08,46.5349,83.6228,49.492,41.1425,84.6628,48.4752,54.6053,91.8851,66.3747,185.0252,658.6359,84.1631,90.2119,75.0406,77.9902,63.606,45.383,93.8568,125.5787,78.667,78.6896,0.8247,89.4774,47.1994,54.4565,79.6169,46.9743,43.9009,29.4312,73.3536,156.1926
1977-09,46.5718,85.4701,49.4522,41.3014,87.4856,48.537,54.8138,92.9009,66.197,186.0815,661.3821,84.9879,90.0245,74.7564,77.841,63.773,45.3651,92.2333,123.0339,78.2438,78.912,0.8439,90.114,47.1667,54.3181,80.5575,46.8985,43.9072,29.4338,73.3693,159.0834
1977-10,46.6552,84.9983,49.7062,41.2591,87.3869,48.4206,54.8252,93.6061,66.5657,186.7766,675.3713,85.6654,89.3518,74.9301,79.0544,63.4765,45.3597,92.4555,125.7726,78.9408,79.5193,0.8567,89.4295,47.5622,49.7778,81.8962,46.853,43.9961,29.4722,73.5946,158.3724
1977-11,46.7739,85.2903,49.7072,41.4231,88.1233,47.8867,54.0993,91.8011,67.6109,187.3634,676.0048,84.4893,90.1528,76.6144,77.3998,63.7453,45.6892,94.586,125.7528,78.7929,80.1137,0.8753,89.4475,46.3035,49.4071,81.9011,46.8202,44.1161,29.4695,74.098,157.9868
1977-12,47.2632,80.7147,50.1417,41.9967,80.8681,48.4517,54.9066,93.9883,68.4991,186.5916,678.9199,88.0143,89.8466,77.0042,76.9027,64.2043,45.9253,95.2277,126.1456,79.047,80.6802,0.8876,92.1129,47.3614,51.3868,82.9246,46.9196,44.5899,29.8931,74.5027,158.4468
1978-01,46.5666,79.8708,49.6335,41.08,78.9358,49.0855,54.984,91.0689,68.0132,183.3182,644.8248,84.8914,91.4526,77.7691,76.2491,64.9445,45.0795,92.9673,126.2348,78.6811,78.7396,0.8823,91.2162,43.311,51.9404,80.8126,46.1414,43.9192,29.2404,74.1257,157.398
1978-02,46.7548,79.1378,49.7095,41.7619,79.6082,49.2261,55.8628,96.0362,68.5946,182.4982,665.7011,83.9439,93.2942,76.3063,74.1861,63.4555,44.7017,92.6216,123.2553,78.8377,80.1791,0.9047,90.6792,44.9211,51.1929,83.7677,46.3084,44.0819,29.4767,73.9313,159.4375
1978-03,47.5942,81.7,50.226,42.8892,83.6187,49.2679,55.741,95.0218,69.0764,182.5696,680.8995,84.1096,93.5378,77.8348,76.491,63.3342,45.7893,95.2677,123.4342,79.4051,81.1176,0.9434,90.7866,47.2762,55.2486,83.2239,46.9551,44.8703,30.1814,74.6016,162.5771
1978-04,48.318,87.4471,50.6397,43.5969,91.6708,47.9513,54.3412,93.0797,69.6179,183.6575,683.3079,84.8186,94.3414,77.6969,76.9594,64.812,46.3575,98.8365,126.1879,80.6972,81.5137,0.9462,92.8569,49.3358,56.887,84.3267,47.1418,45.5733,30.7489,75.4228,163.0837
1978-05,48.5517,88.2651,51.1042,43.4696,91.2114,49.1476,55.3857,93.367,68.9371,184.3738,679.3762,84.4934,95.6186,77.523,79.451,66.2947,47.0775,99.2647,131.9273,80.4925,81.2681,0.9573,93.8384,47.8368,58.1318,84.8331,47.3433,45.8117,30.8672,75.9762,162.1566
1978-06,48.8952,87.9322,51.3484,43.9867,90.75,50.2003,55.9562,91.3208,69.777,183.1635,677.3617,85.2247,95.5941,78.4413,78.1415,66.9808,47.3808,99.0018,132.6778,80.597,82.4758,0.9809,94.499,47.8724,59.2034,84.448,47.5074,46.1505,31.1347,76.3949,161.9035
1978-07,48.841,87.8333,51.2969,43.9501,91.5244,49.7725,55.2516,89.0461,68.8514,182.7332,668.1426,84.4959,92.0705,79.0492,78.2348,66.8716,47.3352,98.4193,133.5229,80.6819,82.2966,0.9957,94.0259,48.8981,59.4756,83.7902,47.2775,46.1084,31.2649,75.7405,160.8624
1978-08,49.0868,86.9218,51.6471,44.2572,90.7908,50.0298,56.0153,92.6642,69.2335,181.5531,665.8852,82.4226,89.977,78.8208,80.533,66.9151,47.3067,98.3687,136.8729,80.9757,83.1704,1.0124,94.6172,49.0042,60.7856,84.3226,47.486,46.3688,31.5503,75.7697,158.9871
1978-09,49.3189,86.3538,51.8712,44.4568,89.3396,50.957,56.4654,90.5084,69.01,182.211,667.7456,82.3716,90.7528,79.6738,81.8521,67.3888,47.406,97.7697,138.8663,81.6844,83.3992,1.0295,95.0435,48.7565,61.8924,84.0935,47.8252,46.6253,31.7516,76.094,156.2163
1978-10,49.6539,87.9873,52.2124,44.6353,91.4247,50.7673,56.0707,88.9583,68.9636,182.7179,653.4943,83.1728,92.8366,79.8264,82.3108,67.1785,47.4297,98.5365,139.7496,82.2078,85.2367,1.0448,95.1696,49.5503,62.3993,84.9042,47.6406,46.9399,32.1098,76.0866,157.4667
1978-11,50.1164,87.8508,52.6285,45.1304,91.2013,50.9299,56.2656,89.3449,69.7407,185.0815,649.3946,84.49,91.9673,79.9749,84.4436,67.8173,47.6306,98.5419,141.77,82.8079,85.8257,1.0686,94.1994,50.9602,62.5895,85.0019,47.6674,47.3857,32.4589,76.6533,158.1135
1978-12,50.4848,87.4306,53.1091,45.3001,90.5243,50.7802,56.1796,89.6044,69.7269,184.0483,647.0074,86.4882,92.944,78.8438,84.7503,68.0904,48.6248,100.0584,142.9623,84.0091,87.1424,1.0898,95.5199,50.4126,63.8576,83.9811,47.3351,47.7254,32.7912,76.8483,160.0819
